redcap_event_name,group,group_value,list_discipline,list_year_enrolled,student_survey_timestamp,advanced,milestones_cogsci,milestones_psysci,enjoy,good,nonexperts,discouraged,writers_block,inspired,cant_start,rejection,rcv_fdbk,gv_fdbk,timeblock,hours,conference_submit,conference_accept,perma_hap,Epoch,Person,IV
phdx_study_enrollm_arm_1,NaN,NaN,1,8,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1012,2
sept_2021_arm_1,3,100,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1012,2
phdx_study_enrollm_arm_1,NaN,NaN,2,9,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1018,2
sept_2021_arm_1,2,50,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1018,2
phdx_study_enrollm_arm_1,NaN,NaN,1,6,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1019,2
sept_2021_arm_1,2,100,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1019,2
phdx_study_enrollm_arm_1,NaN,NaN,3,8,06/21/0022 11:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1030,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:44,0,NaN,NaN,6,6,7,3,3,5,3,3,2,5,30,1,0,0,73,3,1030,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1030,2
sept_2021_arm_1,2,64,NaN,NaN,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1030,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1030,2
sept_2021_arm_1,2,95,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1030,2
phdx_study_enrollm_arm_1,NaN,NaN,2,10,06/23/0022 11:42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
sept_2021_arm_1,2,NaN,NaN,NaN,06/21/0022 10:58,1,2,NaN,4,4,5,1,1,1,4,1,4,6,38,5,1,1,100,3,1039,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 10:58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:09,0,2,NaN,6,5,6,1,1,1,1,1,1,6,35,15,1,1,100,3,1039,2
proposals_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
sept_2021_arm_1,3,83,NaN,NaN,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 17:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1039,2
phdx_study_enrollm_arm_1,NaN,NaN,2,8,06/23/0022 10:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1043,2
sept_2021_arm_1,2,50,NaN,NaN,06/23/0022 10:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1043,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1043,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 17:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1043,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 20:34,0,3,NaN,6,5,5,5,5,7,6,6,6,4,50,6,1,0,50,3,1043,2
phdx_study_enrollm_arm_1,NaN,NaN,9,10,06/23/0022 10:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1044,2
sept_2021_arm_1,3,65,NaN,NaN,06/23/0022 10:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1044,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:51,0,NaN,NaN,6,6,7,4,2,2,6,2,3,3,30,5,1,1,75,3,1044,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1044,2
sept_2021_arm_1,NaN,80,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1044,2
phdx_study_enrollm_arm_1,NaN,NaN,3,7,06/21/0022 23:13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1048,2
sept_2021_arm_1,2,30,NaN,NaN,06/21/0022 23:13,1,NaN,NaN,7,7,7,3,3,3,7,3,1,4,30,10,1,0,78,3,1048,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:53,1,NaN,NaN,7,6,5,3,3,3,7,3,1,4,60,10,1,0,63,3,1048,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1048,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1048,2
phdx_study_enrollm_arm_1,NaN,NaN,5,9,06/23/0022 09:53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1049,2
sept_2021_arm_1,3,66,NaN,NaN,06/23/0022 09:53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1049,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 11:34,0,NaN,NaN,2,2,5,6,6,6,3,5,6,5,20,5,4,0,50,3,1049,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1049,2
sept_2021_arm_1,3,66,NaN,NaN,06/23/0022 15:19,0,NaN,NaN,2,2,5,6,6,7,3,6,6,5,20,4,NaN,NaN,NaN,3,1049,2
phdx_study_enrollm_arm_1,NaN,NaN,3,7,06/21/0022 11:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1062,2
sept_2021_arm_1,2,100,NaN,NaN,06/21/0022 11:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1062,2
phdx_study_enrollm_arm_1,NaN,NaN,7,10,06/21/0022 11:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1064,2
sept_2021_arm_1,2,75,NaN,NaN,06/21/0022 11:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1064,2
phdx_study_enrollm_arm_1,NaN,NaN,9,9,06/23/0022 11:32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1090,2
sept_2021_arm_1,2,50,NaN,NaN,06/23/0022 11:32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1090,2
phdx_study_enrollm_arm_1,NaN,NaN,4,10,06/23/0022 11:32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1092,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 11:32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1092,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1092,2
sept_2021_arm_1,2,100,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1092,2
phdx_study_enrollm_arm_1,NaN,NaN,6,9,06/23/0022 11:32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1093,2
sept_2021_arm_1,2,100,NaN,NaN,06/23/0022 11:32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1093,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/23/0022 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1104,2
sept_2021_arm_1,2,50,NaN,NaN,06/23/0022 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1104,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1104,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 14:30,0,NaN,4,5,3,5,5,3,5,2,4,1,5,45,15,0,0,54,3,1104,2
phdx_study_enrollm_arm_1,NaN,NaN,4,10,06/23/0022 14:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1105,2
sept_2021_arm_1,2,55,NaN,NaN,06/21/0022 14:01,0,NaN,NaN,5,4,5,4,5,6,5,4,5,5,30,1,1,1,27,3,1105,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 11:09,0,NaN,NaN,5,4,6,6,6,6,6,4,6,6,37,1,2,2,29,3,1105,2
phdx_study_enrollm_arm_1,NaN,NaN,6,10,06/23/0022 15:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1113,2
sept_2021_arm_1,3,60,NaN,NaN,06/23/0022 15:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1113,2
phdx_study_enrollm_arm_1,NaN,NaN,6,10,06/24/0022 14:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1115,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/24/0022 14:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1115,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:02,0,NaN,NaN,6,4,5,7,6,6,6,3,2,2,33,2,0,0,86,3,1115,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1115,2
sept_2021_arm_1,2,50,NaN,NaN,06/21/0022 11:17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1115,2
phdx_study_enrollm_arm_1,NaN,NaN,7,9,06/23/0022 10:02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1116,2
sept_2021_arm_1,2,100,NaN,NaN,06/23/0022 10:02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1116,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1116,2
sept_2021_arm_1,2,100,NaN,NaN,06/21/0022 11:17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1116,2
phdx_study_enrollm_arm_1,NaN,NaN,9,5,06/23/0022 10:02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1119,2
sept_2021_arm_1,3,100,NaN,NaN,06/23/0022 10:02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1119,2
phdx_study_enrollm_arm_1,NaN,NaN,8,10,06/21/0022 11:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1129,2
sept_2021_arm_1,2,100,NaN,NaN,06/21/0022 11:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1129,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 12:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1129,2
sept_2021_arm_1,1,83,NaN,NaN,06/21/0022 12:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1129,2
phdx_study_enrollm_arm_1,NaN,NaN,8,9,06/23/0022 11:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
sept_2021_arm_1,NaN,100,NaN,NaN,06/23/0022 11:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 11:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 09:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/22/0022 08:29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
sept_2021_arm_1,2,94,NaN,NaN,06/22/0022 08:29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1132,2
phdx_study_enrollm_arm_1,NaN,NaN,8,6,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1142,2
sept_2021_arm_1,3,90,NaN,NaN,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1142,2
phdx_study_enrollm_arm_1,NaN,NaN,8,7,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1145,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1145,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1145,2
sept_2021_arm_1,3,28,NaN,NaN,06/23/0022 10:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1145,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1145,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:08,0,NaN,4,5,5,6,6,6,3,3,2,2,5,30,30,NaN,NaN,NaN,3,1145,2
phdx_study_enrollm_arm_1,NaN,NaN,8,5,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1146,2
sept_2021_arm_1,3,70,NaN,NaN,06/27/0022 06:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1146,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 14:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1146,2
sept_2021_arm_1,3,34,NaN,NaN,06/21/0022 14:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1146,2
phdx_study_enrollm_arm_1,NaN,NaN,9,8,06/23/0022 10:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1153,2
sept_2021_arm_1,3,100,NaN,NaN,06/23/0022 10:54,0,NaN,NaN,5,6,6,7,5,6,7,5,7,6,5,5,NaN,NaN,NaN,3,1153,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/23/0022 10:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1158,2
sept_2021_arm_1,2,100,NaN,NaN,06/23/0022 10:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1158,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1158,2
sept_2021_arm_1,2,10,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1158,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/21/0022 12:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1170,2
sept_2021_arm_1,2,0,NaN,NaN,06/21/0022 12:03,1,NaN,5,5,5,6,5,5,5,4,4,4,4,8,15,NaN,NaN,NaN,3,1170,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 12:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1170,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:07,1,NaN,5,5,5,5,5,5,4,5,5,4,4,6,15,4,4,55,3,1170,2
proposals_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1170,2
phdx_study_enrollm_arm_1,NaN,NaN,7,9,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1175,2
sept_2021_arm_1,2,NaN,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1175,2
phdx_study_enrollm_arm_1,NaN,NaN,2,8,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1177,2
sept_2021_arm_1,2,91,NaN,NaN,06/23/0022 10:07,1,6,NaN,7,6,6,3,3,3,2,2,2,5,15,40,NaN,NaN,NaN,3,1177,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1177,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 10:27,1,6,NaN,7,6,6,3,2,2,2,2,5,5,15,40,1,1,98,3,1177,2
phdx_study_enrollm_arm_1,NaN,NaN,8,5,06/23/0022 13:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1188,2
sept_2021_arm_1,3,80,NaN,NaN,06/23/0022 13:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1188,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 11:32,1,NaN,6,7,6,7,5,4,4,5,4,3,6,45,45,0,0,64,3,1188,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/23/0022 13:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1196,2
sept_2021_arm_1,2,75,NaN,NaN,06/23/0022 13:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1196,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 13:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1196,2
phdx_study_enrollm_arm_1,NaN,NaN,9,8,06/23/0022 13:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1197,2
sept_2021_arm_1,3,80,NaN,NaN,06/23/0022 13:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1197,2
